car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price
CAR_105,Audi,Model_A,2021,64243,Electric,Automatic,3,100,37026.7
CAR_106,Toyota,Model_T,2017,53923,Hybrid,Automatic,10,100,5000.0
CAR_107,Mercedes,Model_M,2011,82592,Hybrid,Manual,1,100,15741.8
CAR_108,Honda,Model_H,2017,49973,Petrol,Automatic,3,100,5000.0
CAR_109,Ford,Model_F,2018,132929,Diesel,Automatic,2,100,5000.0
CAR_110,BMW,Model_B,2015,18394,Diesel,Automatic,2,100,29164.6
CAR_111,Honda,Model_H,2011,86291,Diesel,Manual,1,100,5000.0
CAR_112,Ford,Model_F,2016,77001,Hybrid,Manual,7,100,5000.0
CAR_113,Mercedes,Model_M,2018,72860,Hybrid,Automatic,3,100,30321.0
CAR_114,Toyota,Model_T,2014,122376,Diesel,Manual,12,100,5000.0
CAR_115,Honda,Model_H,2023,145257,Petrol,Automatic,10,100,5000.0
CAR_116,Tesla,Model_T,2021,13223,Diesel,Automatic,6,100,41716.7
CAR_117,Mercedes,Model_M,2021,130676,Hybrid,Manual,5,100,30645.4
CAR_118,Toyota,Model_T,2022,134689,Electric,Automatic,12,100,5000.0
CAR_119,Tesla,Model_T,2017,18972,Electric,Manual,6,100,34199.8
CAR_120,Toyota,Model_T,2017,24995,Diesel,Manual,11,100,5063.5
CAR_121,Ford,Model_F,2012,32010,Electric,Automatic,5,100,5000.0
CAR_122,Ford,Model_F,2010,121209,Petrol,Manual,7,100,5000.0
CAR_123,BMW,Model_B,2010,42370,Petrol,Automatic,8,100,18644.0
CAR_124,Ford,Model_F,2015,18985,Diesel,Manual,3,100,5000.0
CAR_125,Ford,Model_F,2016,37951,Electric,Manual,3,100,5000.0
CAR_126,Audi,Model_A,2022,20211,Hybrid,Manual,6,100,45265.9
CAR_127,Honda,Model_H,2010,106055,Diesel,Automatic,8,100,5000.0
CAR_128,Mercedes,Model_M,2021,31438,Electric,Manual,12,100,39473.2
CAR_129,BMW,Model_B,2022,127840,Diesel,Automatic,5,100,32858.0
CAR_130,Ford,Model_F,2021,90745,Petrol,Manual,7,100,6663.5
CAR_131,BMW,Model_B,2024,17330,Hybrid,Automatic,11,100,47832.0
CAR_132,BMW,Model_B,2023,124589,Diesel,Manual,12,100,37055.1
CAR_133,Honda,Model_H,2016,23913,Hybrid,Automatic,6,100,5000.0
CAR_134,Honda,Model_H,2016,53709,Diesel,Automatic,1,100,5000.0
CAR_135,Toyota,Model_T,2012,143659,Diesel,Automatic,10,100,5000.0
CAR_136,Toyota,Model_T,2024,98282,Hybrid,Manual,5,100,12159.8
CAR_137,Toyota,Model_T,2017,58299,Electric,Manual,5,100,5000.0
CAR_138,Honda,Model_H,2012,62236,Electric,Automatic,12,100,5000.0
CAR_139,Toyota,Model_T,2024,10652,Diesel,Automatic,8,100,18323.8
CAR_140,Mercedes,Model_M,2020,95802,Diesel,Automatic,3,100,30632.8
CAR_141,Audi,Model_A,2021,130878,Electric,Automatic,12,100,29582.199999999997
CAR_142,Toyota,Model_T,2010,65092,Petrol,Automatic,8,100,5000.0
CAR_143,Toyota,Model_T,2017,49967,Electric,Automatic,9,100,5000.0
CAR_144,Ford,Model_F,2010,20859,Petrol,Automatic,11,100,5000.0
CAR_145,Mercedes,Model_M,2024,14958,Petrol,Manual,3,100,49627.2
CAR_146,Toyota,Model_T,2013,93272,Diesel,Automatic,5,100,5000.0
CAR_147,BMW,Model_B,2010,130403,Petrol,Automatic,12,100,7989.699999999999
CAR_148,Ford,Model_F,2010,9333,Hybrid,Automatic,5,100,5000.0
CAR_149,Tesla,Model_T,2023,142209,Diesel,Automatic,8,100,33114.1
CAR_150,BMW,Model_B,2018,126070,Hybrid,Automatic,9,100,25949.0
CAR_151,BMW,Model_B,2017,112928,Petrol,Automatic,9,100,22784.199999999997
CAR_152,Audi,Model_A,2013,97677,Petrol,Automatic,8,100,18463.3
CAR_153,Ford,Model_F,2018,18204,Petrol,Manual,7,100,6353.6
CAR_154,Ford,Model_F,2013,11472,Electric,Automatic,11,100,5000.0
CAR_155,Honda,Model_H,2023,29182,Petrol,Manual,12,100,14638.8
CAR_156,Mercedes,Model_M,2017,73836,Diesel,Automatic,11,100,26621.4
CAR_157,Tesla,Model_T,2010,14724,Hybrid,Manual,8,100,18542.6
CAR_158,Tesla,Model_T,2020,9362,Diesel,Manual,3,100,42523.8
CAR_159,Tesla,Model_T,2016,76024,Diesel,Automatic,10,100,27183.6
CAR_160,Honda,Model_H,2010,59766,Hybrid,Manual,7,100,5000.0
CAR_161,Audi,Model_A,2023,76014,Petrol,Manual,9,100,41722.6
CAR_162,Tesla,Model_T,2010,103605,Petrol,Manual,6,100,10559.5
CAR_163,Toyota,Model_T,2010,118839,Petrol,Automatic,2,100,5000.0
CAR_164,Honda,Model_H,2015,90640,Petrol,Automatic,3,100,5000.0
CAR_165,Tesla,Model_T,2020,99999,Electric,Manual,6,100,32472.1
CAR_166,Honda,Model_H,2017,54548,Diesel,Automatic,3,100,5000.0
CAR_167,Audi,Model_A,2015,66578,Electric,Manual,7,100,26654.2
CAR_168,Honda,Model_H,2014,140961,Diesel,Automatic,11,100,5000.0
CAR_169,Toyota,Model_T,2011,18594,Electric,Automatic,2,100,5000.0
CAR_170,BMW,Model_B,2012,14760,Petrol,Manual,3,100,26028.0
CAR_171,Honda,Model_H,2023,91576,Hybrid,Manual,12,100,7046.4
CAR_172,Ford,Model_F,2015,35532,Electric,Automatic,10,100,5000.0
CAR_173,Toyota,Model_T,2023,67463,Electric,Automatic,8,100,11865.7
CAR_174,BMW,Model_B,2014,5544,Petrol,Automatic,7,100,30155.6
CAR_175,Mercedes,Model_M,2012,117548,Hybrid,Automatic,4,100,15714.199999999999
CAR_176,Toyota,Model_T,2018,133885,Hybrid,Automatic,1,100,5000.0
CAR_177,Honda,Model_H,2018,82178,Electric,Manual,6,100,5000.0
CAR_178,Tesla,Model_T,2017,79348,Petrol,Manual,2,100,26144.2
CAR_179,Ford,Model_F,2018,121785,Diesel,Manual,10,100,5000.0
CAR_180,Mercedes,Model_M,2021,92997,Diesel,Manual,3,100,33325.3
CAR_181,Tesla,Model_T,2021,86583,Diesel,Automatic,7,100,37026.7
CAR_182,Tesla,Model_T,2021,127454,Diesel,Manual,9,100,31191.6
CAR_183,Toyota,Model_T,2018,112744,Diesel,Manual,1,100,5000.0
CAR_184,Tesla,Model_T,2017,33767,Hybrid,Automatic,6,100,31183.3
CAR_185,Toyota,Model_T,2012,118653,Hybrid,Manual,11,100,5000.0
CAR_186,Mercedes,Model_M,2014,40495,Electric,Automatic,10,100,27451.5
CAR_187,Tesla,Model_T,2016,112275,Diesel,Automatic,12,100,23206.5
CAR_188,Ford,Model_F,2016,87326,Hybrid,Manual,8,100,5000.0
CAR_189,Audi,Model_A,2020,104784,Electric,Automatic,9,100,31206.6
CAR_190,Tesla,Model_T,2019,98183,Electric,Automatic,2,100,30466.699999999997
CAR_191,Mercedes,Model_M,2020,65137,Hybrid,Manual,7,100,33876.3
CAR_192,Honda,Model_H,2018,127845,Hybrid,Automatic,10,100,5000.0
CAR_193,Ford,Model_F,2011,140246,Hybrid,Manual,4,100,5000.0
CAR_194,Tesla,Model_T,2010,128027,Diesel,Automatic,1,100,11060.3
CAR_195,Ford,Model_F,2020,8135,Electric,Automatic,9,100,11715.5
CAR_196,Tesla,Model_T,2021,100334,Diesel,Automatic,3,100,33188.6
CAR_197,Tesla,Model_T,2012,26840,Diesel,Automatic,4,100,23423.0
CAR_198,Audi,Model_A,2023,68111,Electric,Automatic,2,100,39453.9
CAR_199,Honda,Model_H,2023,17342,Hybrid,Automatic,8,100,15804.8
CAR_200,Ford,Model_F,2014,55917,Diesel,Automatic,9,100,5000.0
CAR_201,Mercedes,Model_M,2018,119243,Petrol,Automatic,4,100,25894.699999999997
CAR_202,BMW,Model_B,2016,39349,Hybrid,Automatic,4,100,28127.1
CAR_203,Honda,Model_H,2011,5558,Electric,Automatic,1,100,5000.0
CAR_204,Audi,Model_A,2010,25447,Electric,Manual,11,100,19241.3
CAR_205,Ford,Model_F,2018,49017,Diesel,Manual,10,100,5000.0
CAR_206,Tesla,Model_T,2010,125957,Electric,Automatic,6,100,7494.299999999999
CAR_207,Tesla,Model_T,2011,57882,Electric,Automatic,12,100,16876.8
CAR_208,BMW,Model_B,2017,89079,Diesel,Automatic,6,100,25675.1
CAR_209,Audi,Model_A,2011,88146,Hybrid,Automatic,6,100,15357.4
CAR_210,Mercedes,Model_M,2015,41611,Electric,Automatic,10,100,26431.9
CAR_211,Tesla,Model_T,2013,34545,Petrol,Automatic,11,100,25731.5
CAR_212,Honda,Model_H,2020,29261,Petrol,Automatic,1,100,8137.9
CAR_213,Audi,Model_A,2014,61679,Hybrid,Automatic,9,100,22989.1
CAR_214,Audi,Model_A,2013,28522,Diesel,Automatic,8,100,24444.8
CAR_215,Mercedes,Model_M,2023,45989,Diesel,Automatic,3,100,41976.1
CAR_216,Audi,Model_A,2010,140059,Electric,Manual,11,100,7038.0999999999985
CAR_217,Honda,Model_H,2012,126824,Petrol,Automatic,1,100,5000.0
CAR_218,BMW,Model_B,2017,43388,Hybrid,Automatic,10,100,32197.2
CAR_219,Tesla,Model_T,2018,101069,Diesel,Automatic,4,100,25907.1
CAR_220,Tesla,Model_T,2013,136667,Diesel,Automatic,4,100,15803.3
CAR_221,Audi,Model_A,2016,96600,Hybrid,Manual,5,100,26046.0
CAR_222,Toyota,Model_T,2010,128162,Petrol,Automatic,4,100,5000.0
CAR_223,Audi,Model_A,2018,95183,Electric,Manual,2,100,30419.699999999997
CAR_224,Audi,Model_A,2015,130220,Hybrid,Manual,10,100,17788.0
CAR_225,Audi,Model_A,2011,112650,Electric,Manual,10,100,11585.0
CAR_226,Audi,Model_A,2022,86567,Petrol,Manual,7,100,35839.3
CAR_227,Toyota,Model_T,2017,15298,Diesel,Manual,2,100,5000.0
CAR_228,Ford,Model_F,2011,68054,Diesel,Automatic,9,100,5000.0
CAR_229,Ford,Model_F,2021,62637,Petrol,Automatic,9,100,6769.299999999999
CAR_230,BMW,Model_B,2010,28383,Hybrid,Automatic,5,100,18013.7
CAR_231,Ford,Model_F,2014,115802,Hybrid,Automatic,9,100,5000.0
CAR_232,Audi,Model_A,2024,134291,Hybrid,Manual,12,100,35644.9
CAR_233,Tesla,Model_T,2016,19230,Electric,Automatic,10,100,33672.0
CAR_234,Honda,Model_H,2019,98195,Diesel,Automatic,3,100,5000.0
CAR_235,Ford,Model_F,2015,139091,Petrol,Automatic,7,100,5000.0
CAR_236,BMW,Model_B,2019,133789,Hybrid,Manual,1,100,26126.1
CAR_237,Audi,Model_A,2019,21668,Hybrid,Automatic,12,100,37059.2
CAR_238,BMW,Model_B,2013,43689,Electric,Manual,8,100,23394.1
CAR_239,Honda,Model_H,2022,106109,Petrol,Manual,3,100,6014.0999999999985
CAR_240,Mercedes,Model_M,2019,137300,Electric,Manual,4,100,25263.0
CAR_241,Toyota,Model_T,2024,21142,Diesel,Automatic,3,100,19444.8
CAR_242,Tesla,Model_T,2013,85296,Petrol,Manual,7,100,18818.4
CAR_243,BMW,Model_B,2014,133292,Petrol,Automatic,8,100,17819.8
CAR_244,Tesla,Model_T,2015,18433,Electric,Automatic,9,100,29872.7
CAR_245,Audi,Model_A,2015,21958,Petrol,Automatic,10,100,30269.2
CAR_246,Toyota,Model_T,2016,99518,Electric,Automatic,1,100,5000.0
CAR_247,Honda,Model_H,2010,35620,Electric,Manual,9,100,5000.0
CAR_248,Audi,Model_A,2018,120144,Diesel,Manual,2,100,25870.6
CAR_249,Tesla,Model_T,2015,145340,Petrol,Manual,4,100,18385.0
CAR_250,Audi,Model_A,2019,60213,Electric,Manual,10,100,33557.7
CAR_251,Mercedes,Model_M,2022,138228,Petrol,Automatic,8,100,33933.2
CAR_252,Honda,Model_H,2010,144940,Diesel,Automatic,3,100,5000.0
CAR_253,Tesla,Model_T,2021,12169,Petrol,Automatic,4,100,44515.1
CAR_254,Ford,Model_F,2021,84447,Hybrid,Automatic,7,100,5177.299999999999
CAR_255,Honda,Model_H,2016,60113,Hybrid,Automatic,11,100,5000.0
CAR_256,BMW,Model_B,2013,35290,Hybrid,Automatic,5,100,24299.0
CAR_257,Mercedes,Model_M,2010,39004,Electric,Automatic,4,100,18525.6
CAR_258,BMW,Model_B,2015,98708,Petrol,Automatic,4,100,22036.199999999997
CAR_259,Honda,Model_H,2019,123370,Electric,Automatic,11,100,5000.0
CAR_260,BMW,Model_B,2013,43896,Electric,Automatic,12,100,24997.4
CAR_261,Honda,Model_H,2016,17511,Electric,Automatic,1,100,5000.0
CAR_262,Mercedes,Model_M,2022,35324,Diesel,Manual,8,100,44148.6
CAR_263,Audi,Model_A,2015,24554,Hybrid,Manual,12,100,29870.6
CAR_264,Mercedes,Model_M,2024,66451,Diesel,Automatic,2,100,44527.9
CAR_265,BMW,Model_B,2016,113400,Electric,Automatic,9,100,22713.0
CAR_266,Mercedes,Model_M,2016,144805,Diesel,Manual,2,100,18431.5
CAR_267,Tesla,Model_T,2021,130843,Petrol,Manual,2,100,31217.699999999997
CAR_268,Honda,Model_H,2020,139477,Diesel,Automatic,1,100,5000.0
CAR_269,Tesla,Model_T,2020,143592,Diesel,Manual,7,100,28438.8
CAR_270,BMW,Model_B,2022,103705,Hybrid,Manual,7,100,36310.5
CAR_271,Mercedes,Model_M,2023,26199,Diesel,Automatic,10,100,46551.1
CAR_272,Ford,Model_F,2018,104672,Hybrid,Automatic,7,100,5000.0
CAR_273,Toyota,Model_T,2013,79926,Electric,Manual,4,100,5000.0
CAR_274,Toyota,Model_T,2021,147233,Hybrid,Manual,5,100,5000.0
CAR_275,Audi,Model_A,2015,100451,Electric,Manual,1,100,22963.9
CAR_276,Ford,Model_F,2023,105272,Hybrid,Manual,3,100,7470.799999999999
CAR_277,BMW,Model_B,2010,117322,Electric,Automatic,6,100,10280.8
CAR_278,Audi,Model_A,2011,63700,Petrol,Manual,11,100,15762.0
CAR_279,BMW,Model_B,2015,146761,Petrol,Manual,8,100,17978.9
CAR_280,Honda,Model_H,2015,34003,Hybrid,Manual,7,100,5000.0
CAR_281,Tesla,Model_T,2012,143116,Diesel,Automatic,1,100,13571.4
CAR_282,BMW,Model_B,2013,139490,Diesel,Manual,4,100,14533.0
CAR_283,Audi,Model_A,2021,117729,Electric,Manual,7,100,33241.1
CAR_284,Tesla,Model_T,2014,50081,Hybrid,Manual,11,100,23715.9
CAR_285,Tesla,Model_T,2019,24334,Electric,Automatic,8,100,35870.6
CAR_286,BMW,Model_B,2019,132581,Electric,Automatic,7,100,25939.9
CAR_287,Audi,Model_A,2011,92769,Diesel,Manual,5,100,15007.1
CAR_288,Toyota,Model_T,2015,105688,Diesel,Automatic,6,100,5000.0
CAR_289,BMW,Model_B,2012,140170,Electric,Automatic,3,100,11689.0
CAR_290,Honda,Model_H,2023,125824,Hybrid,Manual,7,100,5000.0
CAR_291,BMW,Model_B,2013,138783,Hybrid,Automatic,7,100,15174.699999999999
CAR_292,Audi,Model_A,2012,83781,Diesel,Automatic,8,100,19350.9
CAR_293,Tesla,Model_T,2016,110384,Electric,Manual,6,100,22578.6
CAR_294,Ford,Model_F,2022,61376,Petrol,Automatic,9,100,10359.4
CAR_295,Ford,Model_F,2016,15709,Diesel,Manual,4,100,5000.0
CAR_296,Tesla,Model_T,2019,35882,Hybrid,Automatic,12,100,36059.8
CAR_297,Mercedes,Model_M,2010,128414,Hybrid,Automatic,3,100,7671.5999999999985
CAR_298,Tesla,Model_T,2024,104686,Diesel,Manual,7,100,38885.4
CAR_299,Ford,Model_F,2010,122066,Diesel,Manual,2,100,5000.0
CAR_300,Ford,Model_F,2010,114961,Diesel,Automatic,11,100,5000.0
CAR_301,Mercedes,Model_M,2024,61344,Petrol,Manual,9,100,42083.6
CAR_302,Tesla,Model_T,2021,50268,Electric,Automatic,5,100,37578.2
CAR_303,Tesla,Model_T,2012,56793,Electric,Manual,9,100,21404.7
CAR_304,Honda,Model_H,2012,87678,Diesel,Manual,1,100,5000.0
CAR_305,Ford,Model_F,2015,86079,Electric,Manual,6,100,5000.0
CAR_306,Toyota,Model_T,2010,133718,Petrol,Manual,4,100,5000.0
CAR_307,Tesla,Model_T,2012,78880,Petrol,Manual,7,100,16439.0
CAR_308,Honda,Model_H,2024,121972,Petrol,Manual,12,100,7439.799999999999
CAR_309,Honda,Model_H,2010,89343,Petrol,Automatic,9,100,5000.0
CAR_310,Audi,Model_A,2013,64375,Diesel,Manual,11,100,21244.5
CAR_311,BMW,Model_B,2012,91078,Petrol,Manual,12,100,17532.199999999997
CAR_312,Mercedes,Model_M,2014,97188,Electric,Automatic,8,100,21847.199999999997
CAR_313,Honda,Model_H,2023,107536,Diesel,Manual,9,100,7012.4
CAR_314,Mercedes,Model_M,2021,107137,Petrol,Manual,9,100,33340.3
CAR_315,Ford,Model_F,2024,21595,Petrol,Automatic,8,100,18864.5
CAR_316,Mercedes,Model_M,2020,42516,Hybrid,Automatic,8,100,37631.4
CAR_317,BMW,Model_B,2023,144876,Petrol,Manual,4,100,33115.4
CAR_318,Honda,Model_H,2024,130844,Petrol,Automatic,3,100,7205.5999999999985
CAR_319,Honda,Model_H,2018,111555,Hybrid,Automatic,1,100,5000.0
CAR_320,Ford,Model_F,2015,93577,Electric,Manual,6,100,5000.0
CAR_321,Honda,Model_H,2017,107812,Petrol,Automatic,8,100,5000.0
CAR_322,Tesla,Model_T,2014,129403,Petrol,Automatic,10,100,16242.699999999997
CAR_323,Tesla,Model_T,2022,73939,Electric,Automatic,10,100,38019.1
CAR_324,Ford,Model_F,2014,10922,Hybrid,Automatic,2,100,5000.0
CAR_325,BMW,Model_B,2020,140547,Petrol,Automatic,11,100,29589.3
CAR_326,Honda,Model_H,2023,44625,Diesel,Manual,2,100,13771.5
CAR_327,BMW,Model_B,2014,60215,Diesel,Automatic,6,100,23535.5
CAR_328,Audi,Model_A,2015,31478,Diesel,Automatic,6,100,28232.2
CAR_329,Toyota,Model_T,2016,17210,Diesel,Manual,10,100,5000.0
CAR_330,Honda,Model_H,2023,112154,Electric,Manual,2,100,5405.5999999999985
CAR_331,Mercedes,Model_M,2019,104680,Hybrid,Automatic,10,100,30151.0
CAR_332,Toyota,Model_T,2018,146211,Diesel,Manual,1,100,5000.0
CAR_333,BMW,Model_B,2023,108990,Electric,Automatic,7,100,37136.0
CAR_334,BMW,Model_B,2015,16425,Electric,Manual,9,100,28937.5
CAR_335,Audi,Model_A,2012,24305,Hybrid,Manual,4,100,23333.5
CAR_336,BMW,Model_B,2017,116396,Hybrid,Automatic,1,100,23302.4
CAR_337,BMW,Model_B,2016,9111,Petrol,Manual,12,100,32429.9
CAR_338,Tesla,Model_T,2012,95487,Electric,Manual,8,100,15280.3
CAR_339,Honda,Model_H,2018,123145,Hybrid,Manual,5,100,5000.0
CAR_340,Toyota,Model_T,2014,93487,Hybrid,Manual,6,100,5000.0
CAR_341,Toyota,Model_T,2012,120181,Diesel,Automatic,11,100,5000.0
CAR_342,Tesla,Model_T,2010,19014,Petrol,Manual,6,100,20326.6
CAR_343,Mercedes,Model_M,2016,25314,Electric,Automatic,9,100,32217.6
